时间戳,经度,纬度,速度
11258.4,115.81136416666668,40.502618500000004,19.234431219784405
11258.6,115.81132766666666,40.502626,18.91102213393043
11258.8,115.8112915,40.50263266666666,19.31036021097553
11259.0,115.81125483333332,40.502640166666666,19.30193840698575
11259.2,115.81121816666668,40.50264766666667,19.352524917131678
11259.4,115.81118133333332,40.502655,19.243102645429534
11259.6,115.81114466666668,40.50266216666667,19.38599181500127
11259.8,115.81110783333334,40.50266966666666,19.16690721960591
11300.0,115.81107133333335,40.50267683333333,19.38599181608248
11300.2,115.8110345,40.502684333333335,19.30193841027726
11300.4,115.81099783333333,40.50269183333333,19.20070015921748
11300.6,115.81096133333334,40.502699166666666,19.30193841137443
11300.8,115.81092466666665,40.50270666666667,18.97947174856423
11301.0,115.81088849999999,40.502713666666665,19.21751737759452
11301.2,115.81085200000001,40.50272116666667,19.20070016131354
11301.4,115.81081549999999,40.502728499999996,19.20070016185
11301.6,115.810779,40.50273583333333,19.03090785046924
11301.8,115.81074266666668,40.50274266666667,19.586136557438405
11302.0,115.81070550000001,40.50275033333333,19.385991821533334
11302.2,115.81066866666667,40.502757833333334,19.469682361251415
11302.4,115.81063166666667,40.50276533333333,19.668975510526767
11302.6,115.81059433333333,40.502773000000005,19.5364862790473
11302.8,115.81055716666667,40.502780333333334,19.49493669500728
11303.0,115.81052,40.5027875,19.44472315593425
11303.2,115.81048299999999,40.50279483333334,19.519834162353135
11303.4,115.81044583333332,40.50280216666667,19.436359572167895
11303.6,115.81040883333331,40.5028095,19.49493669696092
11303.8,115.81037166666668,40.50281666666667,19.402977072432105
11304.0,115.81033466666668,40.50282383333333,19.43635957370313
11304.2,115.81029766666667,40.50283116666667,19.251550200367472
11304.4,115.810261,40.50283833333334,19.553014698557764
11304.6,115.81022383333332,40.50284583333334,19.469682367738667
11304.8,115.81018683333332,40.502853333333334,19.502945758541674
11305.0,115.81014983333334,40.502861,19.58613656650163
11305.2,115.81011266666668,40.50286866666667,19.56132840891573
11305.4,115.81007550000001,40.50287616666667,19.553014701334895
11305.6,115.81003833333334,40.50288366666667,19.58613656824173
11305.8,115.81000116666668,40.50289133333333,19.436359578467258
11306.0,115.80996416666667,40.50289866666667,19.46968237162655
11306.2,115.80992716666667,40.50290616666667,19.553014703551042
11306.4,115.80989,40.50291366666667,19.635993388217877
11306.6,115.80985266666667,40.50292116666667,19.276762029087195
11306.8,115.80981599999998,40.5029285,19.63599338930191
11307.0,115.80977866666666,40.502936,19.915425054710912
11307.2,115.80974083333334,40.50294366666667,19.519834172819866
11307.4,115.80970366666666,40.502951,19.767810843931077
11307.6,115.80966616666667,40.50295883333333,19.66897552529197
11307.8,115.80962883333335,40.5029665,19.8254159514188
11308.0,115.80959116666666,40.50297416666667,19.436359584313145
11308.2,115.80955416666666,40.502981500000004,19.66897552703038
11308.4,115.80951683333333,40.502989166666666,19.602953312886928
11308.6,115.8094795,40.5029965,19.444723170690136
11308.8,115.80944249999999,40.50300383333333,19.817213036321842
11309.0,115.80940483333333,40.5030115,19.734996332119977
11309.2,115.80936733333334,40.50301916666667,19.58613657861426
11309.4,115.80933016666668,40.50302683333334,19.800907588231457
11309.6,115.8092925,40.50303433333333,19.734996333852575
11309.8,115.809255,40.503042,19.882514113191156
11310.0,115.80921733333335,40.50305,19.767810851780688
11310.2,115.80917983333332,40.50305783333333,19.734767121830803
11310.4,115.8091425,40.50306583333334,19.74323341360388
11310.6,115.809105,40.5030735,19.726526510591615
11310.8,115.80906766666666,40.5030815,19.784138718084378
11311.0,115.80903016666667,40.5030895,19.784138718757728
11311.2,115.80899266666665,40.503097499999996,19.825070067720098
11311.4,115.80895516666666,40.50310566666667,19.685153143919916
11311.6,115.80891799999999,40.50311383333334,19.792117074185377
11311.8,115.80888066666667,40.50312216666667,19.452745495292657
11312.0,115.80884383333333,40.503130000000006,19.709795687344133
11312.2,115.80880666666665,40.50313833333333,19.783900351932555
11312.4,115.80876933333333,40.503146666666666,19.89033083921985
11312.6,115.80873183333333,40.50315516666667,19.701544632250783
11312.8,115.80869466666667,40.5031635,19.783900354189257
11313.0,115.80865733333333,40.50317183333333,19.783900354945555
11313.2,115.80862,40.50318016666667,19.65184188232828
11313.4,115.808583,40.50318866666667,19.81662418232311
11313.6,115.80854566666667,40.50319716666667,19.618843206170467
11313.8,115.80850866666667,40.5032055,19.93103687193039
11314.0,115.80847116666668,40.503214166666666,19.783900358733153
11314.2,115.80843383333334,40.5032225,19.701544638301964
11314.4,115.80839666666667,40.50323083333333,19.676891764081567
11314.6,115.80835950000001,40.503239,19.849291640522683
11314.8,115.80832216666667,40.50324766666667,19.585786479465458
11315.0,115.80828516666666,40.503255833333334,19.618843211459883
11315.2,115.80824816666667,40.50326416666667,19.88190300189587
11315.4,115.80821083333333,40.503273,19.65184189104627
11315.6,115.80817383333333,40.5032815,19.643566491675386
11315.8,115.80813683333332,40.50329,19.684782809419236
11316.0,115.80809983333332,40.503298666666666,19.71766625529287
11316.2,115.80806283333335,40.5033075,19.368620298177316
11316.4,115.80802633333333,40.50331583333333,19.477320145776073
11316.6,115.80798966666667,40.50332433333333,19.5606199385589
11316.8,115.80795283333333,40.50333283333334,19.635287608623294
11317.0,115.80791583333333,40.50334133333333,19.684782814429976
11317.2,115.80787883333332,40.50335,19.44377285572992
11317.4,115.80784233333334,40.50335866666667,19.593714221792414
11317.6,115.8078055,40.50336733333334,19.560619942629895
11317.8,115.80776866666665,40.50337583333333,19.443772858279242
11318.0,115.80773216666667,40.5033845,19.55204997807548
11318.2,115.80769550000001,40.50339333333333,19.35157010489109
11318.4,115.80765916666665,40.503402,19.55204997984826
11318.6,115.80762250000001,40.503410833333334,19.552049980737923
11318.8,115.80758583333333,40.503419666666666,19.75049252830786
11319.0,115.80754883333333,40.503428666666665,19.684523700912575
11319.2,115.80751200000002,40.50343766666666,19.64331173857845
11319.4,115.80747516666666,40.5034465,19.758723148235564
11319.6,115.80743816666667,40.5034555,19.63503274513976
11319.8,115.80740133333332,40.50346433333333,19.494008594092723
11320.0,115.80736466666667,40.50347283333333,19.66799692547137
11320.2,115.80732783333333,40.50348183333333,19.667996926412222
11320.4,115.80729099999999,40.50349083333333,19.635032748722452
11320.6,115.80725416666668,40.50349966666667,19.75049253667421
11320.8,115.80721716666667,40.50350866666667,19.906026436849192
11321.0,115.80718,40.503518,19.914458568148202
11321.2,115.80714266666668,40.503527,19.75049253954436
11321.4,115.80710566666667,40.503536000000004,19.94695856524007
11321.6,115.80706833333333,40.50354516666666,19.91445857096856
11321.8,115.80703100000001,40.50355416666666,19.89785675595789
11322.0,115.80699383333334,40.503563500000006,20.012062310916306
11322.2,115.80695633333335,40.50357266666666,19.97940328995458
11322.4,115.80691899999998,40.503582,19.91419277944439
11322.6,115.80688183333332,40.50359133333333,19.946688385815833
11322.8,115.80684466666668,40.50360083333333,20.02803609584684
11323.0,115.80680733333332,40.503610333333334,19.897856762246985
11323.2,115.80677016666665,40.503619666666665,19.9303790039721
11323.4,115.80673299999998,40.50362916666666,20.02803609910227
11323.6,115.80669566666666,40.50363866666667,19.897856765418698
11323.8,115.80665849999998,40.503648,19.97098895558254
11324.0,115.80662133333333,40.50365766666666,19.86527886183691
11324.2,115.80658416666665,40.503666833333334,20.157232703588544
11324.4,115.80654666666666,40.50367666666667,19.897856769663495
11324.6,115.80650949999999,40.503686,20.019916209204865
11324.8,115.80647216666667,40.503695500000006,19.750224556912027
11325.0,115.80643533333333,40.50370483333334,20.05223808901693
11325.2,115.80639799999999,40.5037145,20.060344903533057
11325.4,115.80636066666666,40.503724166666665,20.173358694027304
11325.6,115.80632316666667,40.503734,20.092599354205912
11325.8,115.80628583333333,40.50374383333334,20.189329991492688
11326.0,115.80624833333334,40.503753833333334,20.197381780302653
11326.2,115.80621083333332,40.50376383333333,20.205430360505574
11326.4,115.80617333333333,40.503773833333334,20.317632415849463
11326.6,115.80613566666668,40.503784,20.157232717948265
11326.8,115.80609816666666,40.50379383333333,20.19738178535659
11327.0,115.80606066666665,40.503803833333336,20.23773414150738
11327.2,115.80602300000001,40.503813666666666,20.277723819886166
11327.4,115.80598533333333,40.50382366666667,20.060344916517572
11327.6,115.80594799999999,40.50383333333333,20.124799730166277
11327.8,115.80591066666666,40.50384333333333,20.205430370552094
11328.0,115.80587316666667,40.50385333333334,20.189330005326635
11328.2,115.80583566666668,40.503863333333335,20.15723272766032
11328.4,115.80579816666665,40.50387316666667,20.237734149963714
11328.6,115.80576049999999,40.503883,20.19738179663296
11328.8,115.805723,40.503893,20.26970395682257
11329.0,115.80568533333332,40.503903,20.124799739001173
11329.2,115.80564799999999,40.503913,20.19738180041086
11329.4,115.8056105,40.503923,20.309628321335406
11329.6,115.80557283333334,40.50393316666667,20.277723834923652
11329.8,115.80553516666666,40.503943166666666,20.20543038317114
11330.0,115.80549766666667,40.50395316666666,20.30962832523475
11330.2,115.80546000000001,40.50396333333333,20.197381806776658
11330.4,115.80542249999999,40.503973333333334,20.23744884654667
11330.6,115.80538499999999,40.5039835,20.23744884786321
11330.8,115.8053475,40.503993666666666,20.156946289169202
11331.0,115.80531016666667,40.50400383333333,20.189330024352756
11331.2,115.80527266666668,40.50401383333334,20.18933002562212
11331.4,115.80523516666666,40.504023833333335,20.156946293112675
11331.6,115.80519783333332,40.504034000000004,20.237448854453167
11331.8,115.80516033333333,40.50404416666667,20.269703975851844
11332.0,115.80512266666668,40.50405416666667,20.12479975818898
11332.2,115.80508533333335,40.504064166666666,20.07612093654831
11332.4,115.80504816666668,40.50407433333333,20.12479976072865
11332.6,115.80501083333333,40.50408433333334,20.13287735728403
11332.8,115.80497349999999,40.504094333333335,20.132877358556946
11333.0,115.80493616666666,40.50410433333333,20.197381824598
11333.2,115.80489866666667,40.504114333333334,20.043844775573522
11333.4,115.8048615,40.50412433333334,20.18933003959227
11333.6,115.80482400000001,40.50413433333333,20.124799768347643
11333.8,115.80478666666667,40.504144333333336,20.12479976961388
11334.0,115.80474933333335,40.50415433333333,20.092599405841653
11334.2,115.80471199999998,40.50416416666667,20.12479977212476
11334.4,115.80467466666666,40.504174166666665,20.197381833436967
11334.6,115.80463716666667,40.50418416666666,20.084505615198633
11334.8,115.80459983333334,40.504194,20.117001180793746
11335.0,115.80456233333334,40.50420366666666,20.189330049625234
11335.2,115.80452483333332,40.50421366666667,20.01151415914128
11335.4,115.80448766666665,40.504223499999995,20.092599414337748
11335.6,115.80445033333332,40.50423333333333,20.157232772950106
11335.8,115.80441283333333,40.50424316666667,20.011514162784
11336.0,115.80437566666666,40.504253,20.09259941795868
11336.2,115.80433833333333,40.504262833333335,20.092599419177468
11336.4,115.804301,40.504272666666665,19.970989030172454
11336.6,115.80426383333334,40.504282333333336,20.05223815770677
11336.8,115.8042265,40.504292,20.124799788341168
11337.0,115.80418916666667,40.504302,20.09259942398176
11337.2,115.80415183333335,40.50431183333333,19.962845934543513
11337.4,115.80411466666668,40.504321499999996,20.156946332065306
11337.6,115.80407733333335,40.504331666666666,20.011514173690795
11337.8,115.80404016666668,40.5043415,20.08421814618813
11338.0,115.80400300000001,40.50435166666667,20.043844805811297
11338.2,115.80396583333335,40.50436166666667,20.04384480707541
11338.4,115.80392866666668,40.504371666666664,20.08421815016051
11338.6,115.8038915,40.50438183333333,19.921939220751163
11338.8,115.8038545,40.50439166666667,19.930099036066867
11339.0,115.8038175,40.5044015,20.043844812153555
11339.2,115.80378033333334,40.504411499999996,20.04384481341767
11339.4,115.80374316666666,40.5044215,20.12479980476619
11339.6,115.80370583333334,40.5044315,19.962561528597284
11339.8,115.80366883333333,40.5044415,20.043844817246146
11340.0,115.80363166666666,40.504451499999995,19.96256153113581
11340.2,115.80359466666665,40.504461500000005,19.96256153243408
11340.4,115.80355766666668,40.5044715,19.994670516486178
11340.6,115.80352083333334,40.504482,19.95441499564708
11340.8,115.80348383333333,40.504492,19.9625615363289
11341.0,115.80344683333333,40.504502,19.962561537612668
11341.2,115.80340983333332,40.504512,20.04384482621776
11341.4,115.80337266666666,40.504521999999994,19.72523377087965
11341.6,115.803336,40.50453166666667,20.043844828731544
11341.8,115.80329883333334,40.50454166666667,19.807490998277718
11342.0,115.80326199999999,40.50455133333333,19.962561543922707
11342.2,115.80322499999998,40.50456133333333,20.00338759894798
11342.4,115.80318783333333,40.504571166666665,19.994968925197867
11342.6,115.80315083333335,40.504581333333334,19.848631172526517
11342.8,115.80311383333334,40.50459083333333,19.83195970886715
11343.0,115.803077,40.50460066666667,20.043844837508114
11343.2,115.80303983333333,40.504610666666665,19.80749100658747
11343.4,115.80300299999999,40.504620333333335,19.88094594141307
11343.6,115.80296616666668,40.50463033333333,19.807491008954617
11343.8,115.80292933333334,40.50464,19.840156535663333
11344.0,115.8028925,40.50464983333333,19.766262782913653
11344.2,115.80285583333334,40.50465966666666,19.650907891541237
11344.4,115.80281933333332,40.50466933333333,19.650907892716432
11344.6,115.80278283333334,40.504679,19.65090789389875
11344.8,115.80274633333332,40.50468866666667,19.58460362924107
11345.0,115.80270999999999,40.50469833333333,19.766262788956862
11345.2,115.80267333333335,40.50470816666667,19.567992461204117
11345.4,115.80263699999999,40.50471783333333,19.840156545336654
11345.6,115.80260016666668,40.50472766666667,19.798993910165514
11345.8,115.80256349999999,40.504737666666664,19.683833280411488
11346.0,115.80252700000001,40.5047475,20.116427200994146
11346.2,115.80248983333334,40.50475783333333,19.64234305779631
11346.4,115.80245349999998,40.50476783333333,19.692091762491835
11346.6,115.802417,40.50477766666667,19.80720437950909
11346.8,115.80238033333332,40.504787666666665,19.76626280011409
11347.0,115.80234366666667,40.5047975,19.650618978141818
11347.2,115.80230733333335,40.5048075,19.526258569792486
11347.4,115.80227116666669,40.504817333333335,19.683833290393043
11347.6,115.80223466666666,40.50482716666667,19.451172376889648
11347.8,115.80219866666667,40.504836999999995,19.484724205018704
11348.0,115.8021625,40.50484666666667,19.517929928821523
11348.2,115.80212633333333,40.504856499999995,19.51792993004699
11348.4,115.80209016666667,40.50486633333333,19.484724208617433
11348.6,115.80205400000001,40.504875999999996,19.48472420979546
11348.8,115.80201783333332,40.504885666666674,19.692091777262664
11349.0,115.80198133333333,40.504895499999996,19.526258580919077
11349.2,115.80194516666667,40.50490533333333,19.409477341429643
11349.4,115.80190916666668,40.504915,19.517929937443565
11349.6,115.80187300000001,40.504924833333334,19.60105714781821
11349.8,115.80183666666666,40.50493466666667,19.60105714905301
11350.0,115.80180033333333,40.5049445,19.56799248999308
11350.2,115.801764,40.50495416666667,19.53486940354674
11350.4,115.80172766666668,40.50496366666666,19.559681616960923
11350.6,115.80169133333332,40.50497333333333,19.53486940579991
11350.8,115.801655,40.50498283333333,19.567992494670833
11351.0,115.80161866666667,40.5049925,19.418134998359307
11351.2,115.80158250000001,40.50500183333334,19.650907933086025
11351.4,115.80154599999999,40.5050115,19.50168759738362
11351.6,115.80150966666666,40.50502083333333,19.48472422753766
11351.8,115.8014735,40.5050305,19.5265444393327
11352.0,115.80143716666667,40.50504,19.367690067064235
11352.2,115.80140116666668,40.505049500000005,19.334221339989114
11352.4,115.80136516666668,40.50505883333334,19.37608329472253
11352.6,115.80132916666668,40.505068333333334,19.484724233348764
11352.8,115.80129299999999,40.505078000000005,19.300412869214952
11353.0,115.80125716666667,40.505087499999995,19.334221344350524
11353.2,115.80122116666668,40.50509683333333,19.45145935481348
11353.4,115.80118499999999,40.50510633333333,19.567992509719723
11353.6,115.80114866666666,40.505116,19.367690076112066
11353.8,115.80111266666667,40.5051255,19.56799251205859
11354.0,115.80107633333334,40.50513516666667,19.41813501469962
11354.2,115.80104016666668,40.5051445,19.617924857934202
11354.4,115.80100366666666,40.505154,19.191001852635576
11354.6,115.80096783333332,40.505163,19.534583709698627
11354.8,115.80093166666666,40.50517283333333,19.56799251782351
11355.0,115.80089533333333,40.505182500000004,19.45145936496084
11355.2,115.80085916666667,40.505192,19.617640354419997
11355.4,115.80082283333334,40.50520183333333,19.45145936724488
11355.6,115.80078666666668,40.505211333333335,19.601057183896064
11355.8,115.80075033333333,40.505221166666665,19.45145936954306
11356.0,115.80071416666667,40.50523066666666,19.576299871954962
11356.2,115.80067783333334,40.50524033333333,19.567992526056038
11356.4,115.80064150000001,40.505250000000004,19.526258625724243
11356.6,115.80060533333332,40.505259833333334,19.543190866528327
11356.8,115.800569,40.50526933333333,19.484724257950724
11357.0,115.80053283333334,40.505279,19.567992530769526
11357.2,115.80049650000001,40.505288666666665,19.484724260313946
11357.4,115.80046033333335,40.505298333333336,19.634063724513165
11357.6,115.80042399999999,40.50530833333333,19.451459379867185
11357.8,115.80038783333333,40.505317833333336,19.64234313056331
11358.0,115.8003515,40.50532783333333,19.798993987534473
11358.2,115.80031483333332,40.505337833333336,19.567992537950623
11358.4,115.8002785,40.5053475,19.733187305792274
11358.6,115.80024200000001,40.505357499999995,19.683833358122623
11358.8,115.80020549999999,40.50536733333333,19.601057203529265
11359.0,115.80016916666666,40.50537716666667,19.708155311166706
11359.2,115.80013283333334,40.5053875,19.567992543994468
11359.4,115.80009649999998,40.50539716666666,19.68383336309889
11359.6,115.80006,40.505407,19.559681671028162
11359.8,115.80002366666668,40.50541666666666,19.567992547542094
11400.0,115.79998733333332,40.50542633333334,19.831668674399133
11400.2,115.79995066666667,40.5054365,19.501687645854965
11400.4,115.79991433333335,40.50544583333333,19.53486946151647
11400.6,115.79987799999999,40.50545533333333,19.367968360429405
11400.8,115.79984183333333,40.5054645,19.41813505241861
11401.0,115.79980566666667,40.50547383333333,19.534869464818755
11401.2,115.79976933333334,40.50548333333334,19.451459400600243
11401.4,115.79973316666668,40.50549283333333,19.45145940171044
11401.6,115.79969700000001,40.50550233333333,19.650907993818098
11401.8,115.7996605,40.505511999999996,19.451459403987393
11402.0,115.79962433333334,40.5055215,19.48472428882339
11402.2,115.79958816666667,40.505531166666664,19.60105722415752
11402.4,115.79955183333335,40.505541,19.765970789478537
11402.6,115.79951533333333,40.50555116666667,19.48443290557706
11402.8,115.79947933333332,40.505561166666666,19.55939141922244
11403.0,115.79944316666666,40.50557116666666,19.37608335563742
11403.2,115.79940716666667,40.50558066666667,19.376361479229672
11403.4,115.79937100000001,40.50558983333334,19.418135066761522
11403.6,115.79933483333335,40.50559916666667,19.53486947960508
11403.8,115.79929849999999,40.50560866666667,19.684116938898764
11404.0,115.79926183333333,40.505618166666665,19.68411694000283
11404.2,115.79922516666666,40.50562766666667,19.84863129396597
11404.4,115.79918816666668,40.505637166666666,19.81569807239982
11404.6,115.79915133333334,40.50564683333334,19.651187140270036
11404.8,115.79911466666665,40.50565616666667,19.57658011598364
11405.0,115.79907816666667,40.5056655,19.65118714238118
11405.2,115.79904149999999,40.50567483333334,19.501687673032045
11405.4,115.79900516666666,40.50568416666667,19.55205021232087
11405.6,115.79896849999999,40.505692999999994,19.543466661974982
11405.8,115.798932,40.505702166666666,19.47706344730505
11406.0,115.79889550000001,40.505711,19.733753027754886
11406.2,115.79885866666667,40.505720333333336,19.468713757595584
11406.4,115.79882216666668,40.50572916666667,19.501959077383436
11406.6,115.79878566666666,40.50573816666667,19.393404765570356
11406.8,115.79874933333333,40.505747,19.460093451545287
11407.0,115.798713,40.505756166666664,19.385019041679353
11407.2,115.79867666666665,40.505765,19.510294544945594
11407.4,115.79864016666667,40.505773999999995,19.267102057776984
11407.6,115.79860416666666,40.505782999999994,19.22499529366952
11407.8,115.79856816666667,40.50579183333333,19.35130677860979
11408.0,115.79853200000001,40.50580083333333,19.309383635447386
11408.2,115.79849583333335,40.505809666666664,19.148727819559593
11408.4,115.79846,40.505818500000004,19.14872782048799
11408.6,115.79842416666666,40.50582733333333,19.106090720904472
11408.8,115.7983885,40.505836333333335,19.26710206447266
11409.0,115.7983525,40.50584533333333,19.16570237958893
11409.2,115.79831666666665,40.50585416666667,19.233450796777134
11409.4,115.79828066666666,40.505863,19.080678591390168
11409.6,115.79824500000001,40.50587183333334,19.31780220135656
11409.8,115.79820883333332,40.50588066666667,19.15721698518803
11410.0,115.798173,40.505889499999995,19.004095263066798
11410.2,115.79813733333334,40.505898,18.97853895611892
11410.4,115.79810166666667,40.505906333333336,19.250610599276953
11410.6,115.79806549999999,40.505914833333335,19.097975661544837
11410.8,115.79802966666666,40.505923333333335,19.18317361891129
11411.0,115.7979935,40.505931499999996,19.021451857327097
11411.2,115.79795766666666,40.50593966666667,19.01290208146653
11411.4,115.79792183333332,40.50594783333334,18.93578037801365
11411.6,115.79788616666669,40.505956,18.81530899857723
11411.8,115.79785066666666,40.505964,19.021451860255066
11412.0,115.79781483333333,40.505972166666666,18.84109182310438
11412.2,115.79777933333335,40.50598033333333,18.815309000695024
11412.4,115.79774383333333,40.505988333333335,18.91012666125684
11412.6,115.79770816666665,40.50599633333333,18.94436496476954
11412.8,115.79767250000002,40.5060045,18.78948824038209
11413.0,115.797637,40.50601233333334,18.910126663333383
11413.2,115.79760133333333,40.50602033333333,18.858343291732215
11413.4,115.79756583333334,40.5060285,18.789488242392224
11413.6,115.79753033333333,40.506036333333334,18.823948528518248
11413.8,115.79749483333332,40.50604433333333,18.850083289461374
11414.0,115.79745916666667,40.506052,18.823948529865874
11414.2,115.79742366666666,40.506060000000005,18.685478872142554
11414.4,115.79738833333334,40.50606766666667,18.841455752101794
11414.6,115.79735266666667,40.506075333333335,18.685478873372322
11414.8,115.79731733333334,40.506083,18.815665758709056
11415.0,115.79728166666668,40.5060905,18.650757587008115
11415.2,115.79724633333332,40.506097999999994,18.807022431927084
11415.4,115.79721066666667,40.5061055,18.61596895663197
11415.6,115.79717533333333,40.50611283333333,18.624700949180887
11415.8,115.79714,40.50612016666666,18.598605218242387
11416.0,115.79710466666666,40.50612733333333,18.54596501669828
11416.2,115.79706949999999,40.50613466666667,18.5287538216244
11416.4,115.79703416666668,40.5061415,18.48471796307713
11416.6,115.79699899999999,40.5061485,18.405383209782507
11416.8,115.79696399999999,40.5061555,18.772634892410306
11417.0,115.79692833333333,40.50616266666667,18.685822660470784
11417.2,115.79689283333333,40.50616983333334,18.440574340729494
11417.4,115.79685783333335,40.506177,18.57247023391754
11417.6,115.79682249999999,40.506184,18.81599949846198
11417.8,115.79678666666665,40.506190999999994,18.668411772515867
11418.0,115.79675116666667,40.506198166666664,18.616298522128293
11418.2,115.79671566666666,40.506205,18.616298522574752
11418.4,115.79668016666668,40.50621183333333,18.824638706450575
11418.6,115.79664433333333,40.506218833333335,18.458728037670635
11418.8,115.79660899999999,40.50622516666667,18.423256857368365
11419.0,115.79657383333333,40.50623183333333,18.281398521187217
11419.2,115.796539,40.50623866666667,18.10275462091569
11419.4,115.7965045,40.50624533333333,18.084887497875407
11419.6,115.79647000000001,40.50625183333333,17.904174126591844
11419.8,115.79643583333333,40.506258333333335,17.9947576672767
11420.0,115.79640149999999,40.50626483333333,18.012714192856176
11420.2,115.79636716666667,40.506271500000004,17.611383756782608
11420.4,115.7963335,40.50627766666666,17.47224800648962
11420.6,115.79630016666667,40.506284,17.14375995357208
11420.8,115.79626733333335,40.506289833333334,17.369981901295713
11421.0,115.796234,40.5062955,17.360323630664084
11421.2,115.79620083333333,40.506301666666666,17.17237914149567
11421.4,115.79616783333334,40.50630716666667,17.010657141703405
11421.6,115.79613516666669,40.506312666666666,16.981765409194374
11421.8,115.79610266666666,40.5063185,16.77959435593104
